datetime,road_type,all_motor_vehicles,hour,day_of_week,month,is_weekend,year,hour_sin,hour_cos,dow_sin,dow_cos,lag_1,lag_2,lag_3,lag_24,rolling_mean_3,rolling_std_3,road_type_encoded
2000-03-30 11:00:00+00:00,Minor,118,11,3,3,0,2000,0.258819045102521,-0.9659258262890682,0.43388373911755823,-0.900968867902419,88.0,97.0,155.0,119.0,113.33333333333333,36.363901514184015,0
2000-03-30 12:00:00+00:00,Minor,123,12,3,3,0,2000,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419,118.0,88.0,97.0,124.0,101.0,15.3948043183387,0
2000-03-30 13:00:00+00:00,Minor,103,13,3,3,0,2000,-0.2588190451025208,-0.9659258262890683,0.43388373911755823,-0.900968867902419,123.0,118.0,88.0,144.0,109.66666666666667,18.92969448599935,0
2000-03-30 14:00:00+00:00,Minor,105,14,3,3,0,2000,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419,103.0,123.0,118.0,118.0,114.66666666666667,10.408329997327847,0
2000-03-30 15:00:00+00:00,Minor,177,15,3,3,0,2000,-0.7071067811865471,-0.7071067811865479,0.43388373911755823,-0.900968867902419,105.0,103.0,123.0,203.0,110.33333333333333,11.01514109456952,0
2000-03-30 16:00:00+00:00,Minor,214,16,3,3,0,2000,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,177.0,105.0,103.0,145.0,128.33333333333334,42.15843134336566,0
2000-03-30 17:00:00+00:00,Minor,235,17,3,3,0,2000,-0.9659258262890683,-0.25881904510252063,0.43388373911755823,-0.900968867902419,214.0,177.0,105.0,182.0,165.33333333333334,55.428632793289076,0
2000-03-30 18:00:00+00:00,Minor,164,18,3,3,0,2000,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419,235.0,214.0,177.0,147.0,208.66666666666666,29.365512652315243,0
2000-04-05 07:00:00+00:00,Minor,28,7,2,4,0,2000,0.9659258262890683,-0.25881904510252063,0.9749279121818236,-0.22252093395631434,164.0,235.0,214.0,1054.0,204.33333333333334,36.4737348421201,0
2000-04-05 08:00:00+00:00,Minor,48,8,2,4,0,2000,0.8660254037844387,-0.4999999999999998,0.9749279121818236,-0.22252093395631434,28.0,164.0,235.0,1261.0,142.33333333333334,105.1871348280448,0
2000-04-05 09:00:00+00:00,Minor,45,9,2,4,0,2000,0.7071067811865476,-0.7071067811865475,0.9749279121818236,-0.22252093395631434,48.0,28.0,164.0,872.0,80.0,73.43023900274284,0
2000-04-05 10:00:00+00:00,Minor,48,10,2,4,0,2000,0.49999999999999994,-0.8660254037844387,0.9749279121818236,-0.22252093395631434,45.0,48.0,28.0,644.0,40.333333333333336,10.785793124905767,0
2000-04-05 11:00:00+00:00,Minor,49,11,2,4,0,2000,0.258819045102521,-0.9659258262890682,0.9749279121818236,-0.22252093395631434,48.0,45.0,48.0,665.0,47.0,1.732050807549235,0
2000-04-05 12:00:00+00:00,Minor,33,12,2,4,0,2000,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434,49.0,48.0,45.0,739.0,47.333333333333336,2.0816659994497995,0
2000-04-05 13:00:00+00:00,Minor,75,13,2,4,0,2000,-0.2588190451025208,-0.9659258262890683,0.9749279121818236,-0.22252093395631434,33.0,49.0,48.0,739.0,43.333333333333336,8.962886439828683,0
